n_simbolos_processados,comprimento_medio_progressivo
734100,2.049947
734200,2.049908
734300,2.049898
734400,2.049882
734500,2.049857
734600,2.049895
734700,2.049992
734800,2.049986
734900,2.049946
735000,2.049929
735100,2.049933
735200,2.049913
735300,2.049958
735400,2.049977
735500,2.049952
735600,2.049932
735700,2.049872
735800,2.049852
735900,2.049875
736000,2.049936
736100,2.049955
736200,2.049929
736300,2.049863
736400,2.049817
736500,2.049791
736600,2.049788
736700,2.049806
736800,2.049786
736900,2.049785
737000,2.049811
737100,2.049764
737200,2.049733
737300,2.049680
737400,2.049596
737500,2.049559
737600,2.049563
737700,2.049535
737800,2.049499
737900,2.049462
738000,2.049494
738100,2.049454
738200,2.049408
738300,2.049395
738400,2.049447
738500,2.049467
738600,2.049474
738700,2.049482
738800,2.049433
738900,2.049383
739000,2.049426
739100,2.049362
739200,2.049298
739300,2.049269
739400,2.049243
739500,2.049175
739600,2.049137
739700,2.049131
739800,2.049103
739900,2.049079
740000,2.049059
740100,2.049024
740200,2.049004
740300,2.048995
740400,2.048979
740500,2.048957
740600,2.048931
740700,2.048883
740800,2.048845
740900,2.048803
741000,2.048768
741100,2.048703
741200,2.048643
741300,2.048652
741400,2.048611
741500,2.048620
741600,2.048583
741700,2.048520
741800,2.048492
741900,2.048448
742000,2.048493
742100,2.048439
742200,2.048427
742300,2.048391
742400,2.048400
742500,2.048426
742600,2.048435
742700,2.048455
742800,2.048445
742900,2.048415
743000,2.048421
743100,2.048389
743200,2.048374
743300,2.048298
743400,2.048250
743500,2.048203
743600,2.048178
743700,2.048149
743800,2.048112
743900,2.048148
744000,2.048148
744100,2.048096
744200,2.048052
744300,2.047996
744400,2.047957
744500,2.047966
744600,2.047954
744700,2.047948
744800,2.047949
744900,2.047902
745000,2.047869
745100,2.047856
745200,2.047855
745300,2.047831
745400,2.047811
745500,2.047815
745600,2.047757
745700,2.047801
745800,2.047779
745900,2.047739
746000,2.047684
746100,2.047673
746200,2.047628
746300,2.047575
746400,2.047526
746500,2.047494
746600,2.047482
746700,2.047406
746800,2.047397
746900,2.047296
747000,2.047257
747100,2.047269
747200,2.047263
747300,2.047269
747400,2.047231
747500,2.047221
747600,2.047190
747700,2.047190
747800,2.047161
747900,2.047136
748000,2.047115
748100,2.047083
748200,2.047064
748300,2.047025
748400,2.047016
748500,2.047000
748600,2.046993
748700,2.046961
748800,2.046927
748900,2.046907
749000,2.046960
749100,2.047020
749200,2.046989
749300,2.046961
749400,2.046951
749500,2.046926
749600,2.046883
749700,2.046848
749800,2.046807
749900,2.046795
750000,2.046782
750100,2.046736
750200,2.046742
750300,2.046716
750400,2.046674
750500,2.046679
750600,2.046662
750700,2.046667
750800,2.046634
750900,2.046583
751000,2.046572
751100,2.046537
751200,2.046588
751300,2.046544
751400,2.046511
751500,2.046478
751600,2.046435
751700,2.046411
751800,2.046459
751900,2.046489
752000,2.046430
752100,2.046410
752200,2.046435
752300,2.046397
752400,2.046356
752500,2.046346
752600,2.046374
752700,2.046373
752800,2.046311
752900,2.046305
753000,2.046297
753100,2.046293
753200,2.046366
753300,2.046332
753400,2.046325
753500,2.046259
753600,2.046264
753700,2.046196
753800,2.046190
753900,2.046171
754000,2.046142
754100,2.046115
754200,2.046049
754300,2.045994
754400,2.045944
754500,2.045933
754600,2.045891
754700,2.045839
754800,2.045815
754900,2.045753
755000,2.045709
755100,2.045689
755200,2.045648
755300,2.045629
755400,2.045609
755500,2.045549
755600,2.045570
755700,2.045611
755800,2.045555
755900,2.045547
756000,2.045466
756100,2.045405
756200,2.045445
756300,2.045441
756400,2.045536
756500,2.045535
756600,2.045507
756700,2.045504
756800,2.045435
756900,2.045394
757000,2.045369
757100,2.045341
757200,2.045314
757300,2.045317
757400,2.045287
757500,2.045253
757600,2.045271
757700,2.045217
757800,2.045145
757900,2.045115
758000,2.045076
758100,2.045019
758200,2.044993
758300,2.044955
758400,2.044931
758500,2.044901
758600,2.044899
758700,2.044929
758800,2.044887
758900,2.044834
759000,2.044856
759100,2.044849
759200,2.044786
759300,2.044756
759400,2.044738
759500,2.044668
759600,2.044670
759700,2.044610
759800,2.044596
759900,2.044598
760000,2.044569
760100,2.044569
760200,2.044559
760300,2.044513
760400,2.044510
760500,2.044659
760600,2.044637
760700,2.044590
760800,2.044551
760900,2.044519
761000,2.044447
761100,2.044393
761200,2.044328
761300,2.044284
761400,2.044217
761500,2.044179
761600,2.044108
761700,2.044095
761800,2.044059
761900,2.044045
762000,2.044017
762100,2.044018
762200,2.043944
762300,2.043933
762400,2.043889
762500,2.043861
762600,2.043819
762700,2.043821
762800,2.043767
762900,2.043712
763000,2.043705
763100,2.043689
763200,2.043706
763300,2.043671
763400,2.043646
763500,2.043562
763600,2.043513
763700,2.043481
763800,2.043447
763900,2.043415
764000,2.043456
764100,2.043416
764200,2.043395
764300,2.043426
764400,2.043435
764500,2.043443
764600,2.043400
764700,2.043394
764800,2.043393
764900,2.043361
765000,2.043374
765100,2.043306
765200,2.043272
765300,2.043228
765400,2.043240
765500,2.043200
765600,2.043173
765700,2.043140
765800,2.043104
765900,2.043065
766000,2.043031
766100,2.043163
766200,2.043133
766300,2.043087
766400,2.043040
766500,2.043048
766600,2.043018
766700,2.042929
766800,2.042892
766900,2.042907
767000,2.042863
767100,2.042807
767200,2.042781
767300,2.042742
767400,2.042685
767500,2.042737
767600,2.042695
767700,2.042672
767800,2.042629
767900,2.042566
768000,2.042547
768100,2.042507
768200,2.042464
768300,2.042413
768400,2.042413
768500,2.042427
768600,2.042398
768700,2.042389
768800,2.042361
768900,2.042409
769000,2.042319
769100,2.042339
769200,2.042311
769300,2.042237
769400,2.042267
769500,2.042301
769600,2.042317
769700,2.042301
769800,2.042297
769900,2.042326
770000,2.042325
770100,2.042363
770200,2.042372
770300,2.042409
770400,2.042386
770500,2.042389
770600,2.042322
770700,2.042301
770800,2.042291
770900,2.042290
771000,2.042272
771100,2.042254
771200,2.042234
771300,2.042212
771400,2.042176
771500,2.042167
771600,2.042171
771700,2.042149
771800,2.042109
771900,2.042101
772000,2.042116
772100,2.042091
772200,2.042077
772300,2.042038
772400,2.042025
772500,2.042009
772600,2.041989
772700,2.041960
772800,2.042065
772900,2.042058
773000,2.042041
773100,2.042044
773200,2.042042
773300,2.042025
773400,2.042005
773500,2.042009
773600,2.042045
773700,2.041993
773800,2.042030
773900,2.042008
774000,2.041994
774100,2.041980
774200,2.042016
774300,2.042005
774400,2.041967
774500,2.041934
774600,2.041879
774700,2.041835
774800,2.041804
774900,2.041860
775000,2.041798
775100,2.041760
775200,2.041741
775300,2.041703
775400,2.041667
775500,2.041625
775600,2.041587
775700,2.041512
775800,2.041437
775900,2.041375
776000,2.041328
776100,2.041317
776200,2.041309
776300,2.041248
776400,2.041228
776500,2.041223
776600,2.041157
776700,2.041112
776800,2.041064
776900,2.040988
777000,2.040952
777100,2.040940
777200,2.040904
777300,2.040832
777400,2.040783
777500,2.040773
777600,2.040811
777700,2.040863
777800,2.040854
777900,2.040798
778000,2.040799
778100,2.040772
778200,2.040719
778300,2.040671
778400,2.040631
778500,2.040590
778600,2.040571
778700,2.040540
778800,2.040490
778900,2.040425
779000,2.040406
779100,2.040437
779200,2.040368
779300,2.040349
779400,2.040345
779500,2.040279
779600,2.040222
779700,2.040156
779800,2.040108
779900,2.040079
780000,2.040037
780100,2.039994
780200,2.039969
780300,2.039923
780400,2.039923
780500,2.039908
780600,2.039878
780700,2.039851
780800,2.039851
780900,2.039879
781000,2.039836
781100,2.039806
781200,2.039774
781300,2.039747
781400,2.039676
781500,2.039634
781600,2.039609
781700,2.039623
781800,2.039607
781900,2.039583
782000,2.039583
782100,2.039565
782200,2.039533
782300,2.039503
782400,2.039509
782500,2.039540
782600,2.039498
782700,2.039469
782800,2.039435
782900,2.039416
783000,2.039404
783100,2.039365
783200,2.039315
783300,2.039269
783400,2.039212
783500,2.039178
783600,2.039143
783700,2.039115
783800,2.039028
783900,2.038989
784000,2.038929
784100,2.038904
784200,2.038858
784300,2.038809
784400,2.038748
784500,2.038741
784600,2.038696
784700,2.038667
784800,2.038624
784900,2.038628
785000,2.038577
785100,2.038505
785200,2.038496
785300,2.038522
785400,2.038452
785500,2.038397
785600,2.038393
785700,2.038363
785800,2.038298
785900,2.038259
786000,2.038253
786100,2.038223
786200,2.038273
786300,2.038225
786400,2.038230
786500,2.038157
786600,2.038112
786700,2.038035
786800,2.037963
786900,2.037918
787000,2.037885
787100,2.037881
787200,2.037866
787300,2.037837
787400,2.037795
787500,2.037739
787600,2.037699
787700,2.037673
787800,2.037752
787900,2.037707
788000,2.037649
788100,2.037595
788200,2.037543
788300,2.037537
788400,2.037489
788500,2.037466
788600,2.037432
788700,2.037389
788800,2.037600
788900,2.037617
789000,2.037599
789100,2.037527
789200,2.037456
789300,2.037398
789400,2.037348
789500,2.037313
789600,2.037263
789700,2.037223
789800,2.037237
789900,2.037228
790000,2.037257
790100,2.037331
790200,2.037349
790300,2.037336
790400,2.037302
790500,2.037279
790600,2.037311
790700,2.037300
790800,2.037294
790900,2.037264
791000,2.037216
791100,2.037177
791200,2.037121
791300,2.037046
791400,2.037024
791500,2.036958
791600,2.036889
791700,2.036856
791800,2.036865
791900,2.036906
792000,2.036951
792100,2.036937
792200,2.036881
792300,2.036844
792400,2.036788
792500,2.036789
792600,2.036752
792700,2.036714
792800,2.036690
792900,2.036633
793000,2.036640
793100,2.036587
793200,2.036525
793300,2.036441
793400,2.036392
793500,2.036451
793600,2.036509
793700,2.036477
793800,2.036438
793900,2.036415
794000,2.036408
794100,2.036379
794200,2.036325
794300,2.036264
794400,2.036274
794500,2.036234
794600,2.036225
794700,2.036187
794800,2.036135
794900,2.036072
795000,2.036041
795100,2.035986
795200,2.035895
795300,2.035888
795400,2.035870
795500,2.035831
795600,2.035780
795700,2.035756
795800,2.035765
795900,2.035755
796000,2.035786
796100,2.035793
796200,2.035738
796300,2.035730
796400,2.035699
796500,2.035688
796600,2.035692
796700,2.035630
796800,2.035585
796900,2.035548
797000,2.035544
797100,2.035503
797200,2.035493
797300,2.035439
797400,2.035386
797500,2.035347
797600,2.035325
797700,2.035288
797800,2.035221
797900,2.035154
798000,2.035128
798100,2.035106
798200,2.035128
798300,2.035123
798400,2.035168
798500,2.035096
798600,2.035049
798700,2.035057
798800,2.035037
798900,2.035066
799000,2.035068
799100,2.035036
799200,2.035019
799300,2.035036
799400,2.035066
799500,2.034982
799600,2.034940
799700,2.034916
799800,2.034885
799900,2.034882
800000,2.034924
800100,2.034938
800200,2.034951
800300,2.034952
800400,2.034887
800500,2.034829
800600,2.034812
800700,2.034808
800800,2.034808
800900,2.034785
801000,2.034760
801100,2.034724
801200,2.034720
801300,2.034647
801400,2.034637
801500,2.034571
801600,2.034574
801700,2.034527
801800,2.034506
801900,2.034473
802000,2.034453
802100,2.034436
802200,2.034391
802300,2.034313
802400,2.034372
802500,2.034332
802600,2.034285
802700,2.034293
802800,2.034244
802900,2.034199
803000,2.034140
803100,2.034136
803200,2.034131
803300,2.034088
803400,2.033998
803500,2.033962
803600,2.033933
803700,2.033930
803800,2.033885
803900,2.033893
804000,2.033852
804100,2.033783
804200,2.033752
804300,2.033749
804400,2.033686
804500,2.033629
804600,2.033552
804700,2.033538
804800,2.033600
804900,2.033531
805000,2.033557
805100,2.033548
805200,2.033514
805300,2.033539
805400,2.033546
805500,2.033489
805600,2.033454
805700,2.033411
805800,2.033415
805900,2.033396
806000,2.033454
806100,2.033407
806200,2.033375
806300,2.033335
806400,2.033287
806500,2.033201
806600,2.033237
806700,2.033252
806800,2.033211
806900,2.033174
807000,2.033137
807100,2.033076
807200,2.033113
807300,2.033116
807400,2.033073
807500,2.033042
807600,2.032974
807700,2.032970
807800,2.032971
807900,2.032968
808000,2.032933
808100,2.032949
808200,2.032924
808300,2.032950
808400,2.032911
808500,2.032910
808600,2.032918
808700,2.032872
808800,2.032844
808900,2.032780
809000,2.032771
809100,2.032725
809200,2.032693
809300,2.032647
809400,2.032600
809500,2.032577
809600,2.032559
809700,2.032499
809800,2.032464
809900,2.032410
810000,2.032378
810100,2.032374
810200,2.032332
810300,2.032272
810400,2.032234
810500,2.032174
810600,2.032132
810700,2.032087
810800,2.032050
810900,2.032067
811000,2.032068
811100,2.032046
811200,2.032011
811300,2.031936
811400,2.031917
811500,2.031879
811600,2.031862
811700,2.031851
811800,2.031819
811900,2.031804
812000,2.031773
812100,2.031806
812200,2.031750
812300,2.031700
812400,2.031668
812500,2.031631
812600,2.031596
812700,2.031531
812800,2.031470
812900,2.031416
813000,2.031365
813100,2.031312
813200,2.031264
813300,2.031242
813400,2.031190
813500,2.031195
813600,2.031261
813700,2.031301
813800,2.031310
813900,2.031371
814000,2.031355
814100,2.031322
814200,2.031290
814300,2.031259
814400,2.031234
814500,2.031242
814600,2.031204
814700,2.031198
814800,2.031167
814900,2.031145
815000,2.031111
815100,2.031038
815200,2.030987
815300,2.030963
815400,2.030916
815500,2.030913
815600,2.030933
815700,2.030955
815800,2.030915
815900,2.030839
816000,2.030878
816100,2.030827
816200,2.030801
816300,2.030752
816400,2.030713
816500,2.030711
816600,2.030630
816700,2.030635
816800,2.030650
816900,2.030644
817000,2.030645
817100,2.030575
817200,2.030519
817300,2.030459
817400,2.030395
817500,2.030487
817600,2.030523
817700,2.030538
817800,2.030534
817900,2.030517
818000,2.030462
818100,2.030458
818200,2.030484
818300,2.030422
818400,2.030380
818500,2.030374
818600,2.030350
818700,2.030326
818800,2.030284
818900,2.030312
819000,2.030278
819100,2.030279
819200,2.030242
819300,2.030242
819400,2.030220
819500,2.030169
819600,2.030158
819700,2.030111
819800,2.030083
819900,2.030058
820000,2.030053
820100,2.030038
820200,2.030006
820300,2.029997
820400,2.029949
820500,2.029926
820600,2.029891
820700,2.029860
820800,2.029839
820900,2.029816
821000,2.029781
821100,2.029781
821200,2.029803
821300,2.029779
821400,2.029799
821500,2.029776
821600,2.029843
821700,2.029779
821800,2.029770
821900,2.029757
822000,2.029766
822100,2.029776
822200,2.029843
822300,2.029860
822400,2.029831
822500,2.029823
822600,2.029799
822700,2.029831
822800,2.029798
822900,2.029764
823000,2.029778
823100,2.029752
823200,2.029753
823300,2.029705
823400,2.029704
823500,2.029658
823600,2.029612
823700,2.029580
823800,2.029635
823900,2.029638
824000,2.029674
824100,2.029684
824200,2.029683
824300,2.029643
824400,2.029612
824500,2.029620
824600,2.029617
824700,2.029573
824800,2.029569
824900,2.029543
825000,2.029537
825100,2.029511
825200,2.029487
825300,2.029420
825400,2.029410
825500,2.029371
825600,2.029310
825700,2.029274
825800,2.029250
825900,2.029238
826000,2.029299
826100,2.029283
826200,2.029284
826300,2.029242
826400,2.029231
826500,2.029181
826600,2.029119
826700,2.029121
826800,2.029124
826900,2.029131
827000,2.029096
827100,2.029160
827200,2.029173
827300,2.029140
827400,2.029123
827500,2.029089
827600,2.029051
827700,2.029025
827800,2.029034
827900,2.028983
828000,2.028983
828100,2.028918
828200,2.028842
828300,2.028845
828400,2.028794
828500,2.028788
828600,2.028757
828700,2.028769
828800,2.028754
828900,2.028718
829000,2.028715
829100,2.028655
829200,2.028620
829300,2.028643
829400,2.028594
829500,2.028592
829600,2.028597
829700,2.028565
829800,2.028594
829900,2.028579
830000,2.028573
830100,2.028542
830200,2.028482
830300,2.028451
830400,2.028488
830500,2.028451
830600,2.028409
830700,2.028372
830800,2.028338
830900,2.028294
831000,2.028284
831100,2.028274
831200,2.028212
831300,2.028226
831400,2.028232
831500,2.028222
831600,2.028229
831700,2.028208
831800,2.028172
831900,2.028146
832000,2.028100
832100,2.028027
832200,2.027988
832300,2.027924
832400,2.027907
832500,2.027884
832600,2.027869
832700,2.027861
832800,2.027767
832900,2.027701
833000,2.027661
833100,2.027659
833200,2.027637
833300,2.027618
833400,2.027563
833500,2.027523
833600,2.027516
833700,2.027515
833800,2.027432
833900,2.027399
834000,2.027383
834100,2.027369
834200,2.027340
834300,2.027322
834400,2.027339
834500,2.027294
834600,2.027252
834700,2.027234
834800,2.027231
834900,2.027209
835000,2.027177
835100,2.027145
835200,2.027151
835300,2.027126
835400,2.027141
835500,2.027128
835600,2.027145
835700,2.027152
835800,2.027148
835900,2.027160
836000,2.027193
836100,2.027180
836200,2.027171
836300,2.027205
836400,2.027237
836500,2.027228
836600,2.027206
836700,2.027291
836800,2.027320
836900,2.027293
837000,2.027285
837100,2.027319
837200,2.027266
837300,2.027288
837400,2.027248
837500,2.027214
837600,2.027238
837700,2.027237
837800,2.027189
837900,2.027219
838000,2.027311
838100,2.027332
838200,2.027334
838300,2.027412
838400,2.027404
838500,2.027396
838600,2.027421
838700,2.027420
838800,2.027413
838900,2.027411
839000,2.027397
839100,2.027400
839200,2.027406
839300,2.027368
839400,2.027359
839500,2.027307
839600,2.027275
839700,2.027254
839800,2.027197
839900,2.027156
840000,2.027132
840100,2.027112
840200,2.027163
840300,2.027175
840400,2.027284
840500,2.027275
840600,2.027254
840700,2.027288
840800,2.027298
840900,2.027301
841000,2.027342
841100,2.027354
841200,2.027312
841300,2.027249
841400,2.027196
841500,2.027161
841600,2.027108
841700,2.027081
841800,2.027043
841900,2.027065
842000,2.027035
842100,2.027011
842200,2.027014
842300,2.027029
842400,2.027052
842500,2.027054
842600,2.027045
842700,2.027024
842800,2.027086
842900,2.027081
843000,2.027012
843100,2.026947
843200,2.026911
843300,2.026938
843400,2.026966
843500,2.026931
843600,2.026911
843700,2.026921
843800,2.026881
843900,2.026808
844000,2.026725
844100,2.026700
844200,2.026673
844300,2.026634
844400,2.026578
844500,2.026538
844600,2.026508
844700,2.026476
844800,2.026454
844900,2.026436
845000,2.026407
845100,2.026393
845200,2.026353
845300,2.026293
845400,2.026278
845500,2.026265
845600,2.026251
845700,2.026228
845800,2.026199
845900,2.026177
846000,2.026176
846100,2.026152
846200,2.026117
846300,2.026089
846400,2.026077
846500,2.026066
846600,2.026126
846700,2.026147
846800,2.026152
846900,2.026165
847000,2.026144
847100,2.026101
847200,2.026084
847300,2.026055
847400,2.026043
847500,2.026026
847600,2.026028
847700,2.026008
847800,2.026000
847900,2.025973
848000,2.025960
848100,2.025956
848200,2.025913
848300,2.025908
848400,2.025854
848500,2.025826
848600,2.025796
848700,2.025734
848800,2.025718
848900,2.025729
849000,2.025795
849100,2.025816
849200,2.025774
849300,2.025727
849400,2.025668
849500,2.025656
849600,2.025690
849700,2.025731
849800,2.025686
849900,2.025639
850000,2.025733
850100,2.025722
850200,2.025703
850300,2.025750
850400,2.025712
850500,2.025656
850600,2.025606
850700,2.025603
850800,2.025616
850900,2.025616
851000,2.025589
851100,2.025559
851200,2.025501
851300,2.025506
851400,2.025444
851500,2.025409
851600,2.025381
851700,2.025437
851800,2.025396
851900,2.025401
852000,2.025351
852100,2.025297
852200,2.025308
852300,2.025263
852400,2.025217
852500,2.025200
852600,2.025161
852700,2.025120
852800,2.025085
852900,2.025086
853000,2.025077
853100,2.025072
853200,2.025055
853300,2.025043
853400,2.025027
853500,2.024999
853600,2.025047
853700,2.025077
853800,2.025071
853900,2.025037
854000,2.025043
854100,2.025038
854200,2.025051
854300,2.025004
854400,2.024978
854500,2.024995
854600,2.024979
854700,2.024958
854800,2.024915
854900,2.024874
855000,2.024886
855100,2.024857
855200,2.024875
855300,2.024855
855400,2.024867
855500,2.024871
855600,2.024876
855700,2.024866
855800,2.024837
855900,2.024785
856000,2.024727
856100,2.024688
856200,2.024669
856300,2.024655
856400,2.024629
856500,2.024586
856600,2.024537
856700,2.024518
856800,2.024531
856900,2.024482
857000,2.024416
857100,2.024387
857200,2.024334
857300,2.024318
857400,2.024278
857500,2.024257
857600,2.024203
857700,2.024179
857800,2.024176
857900,2.024094
858000,2.024104
858100,2.024077
858200,2.024076
858300,2.024063
858400,2.024016
858500,2.024008
858600,2.023966
858700,2.023961
858800,2.023952
858900,2.023941
859000,2.023885
859100,2.023866
859200,2.023852
859300,2.023838
859400,2.023855
859500,2.023819
859600,2.023783
859700,2.023734
859800,2.023711
859900,2.023664
860000,2.023658
860100,2.023646
860200,2.023608
860300,2.023598
860400,2.023528
860500,2.023546
860600,2.023521
860700,2.023487
860800,2.023491
860900,2.023389
861000,2.023372
861100,2.023364
861200,2.023331
861300,2.023271
861400,2.023240
861500,2.023240
861600,2.023216
861700,2.023144
861800,2.023120
861900,2.023087
862000,2.023089
862100,2.023050
862200,2.023012
862300,2.022984
862400,2.022996
862500,2.022995
862600,2.022967
862700,2.022976
862800,2.022907
862900,2.022814
863000,2.022777
863100,2.022747
863200,2.022760
863300,2.022749
863400,2.022732
863500,2.022726
863600,2.022736
863700,2.022755
863800,2.022730
863900,2.022708
864000,2.022671
864100,2.022598
864200,2.022594
864300,2.022610
864400,2.022563
864500,2.022566
864600,2.022588
864700,2.022582
864800,2.022569
864900,2.022534
865000,2.022545
865100,2.022516
865200,2.022478
865300,2.022463
865400,2.022477
865500,2.022469
865600,2.022447
865700,2.022430
865800,2.022381
865900,2.022363
866000,2.022350
866100,2.022359
866200,2.022334
866300,2.022319
866400,2.022274
866500,2.022248
866600,2.022226
866700,2.022168
866800,2.022131
866900,2.022118
867000,2.022094
867100,2.022080
867200,2.022090
867300,2.022090
867400,2.022060
867500,2.022025
867600,2.022003
867700,2.022010
867800,2.022027
867900,2.021970
868000,2.021986
868100,2.021945
868200,2.021907
868300,2.021890
868400,2.021859
868500,2.021890
868600,2.021896
868700,2.021852
868800,2.021784
868900,2.021754
869000,2.021758
869100,2.021762
869200,2.021711
869300,2.021716
869400,2.021648
869500,2.021643
869600,2.021631
869700,2.021638
869800,2.021655
869900,2.021707
870000,2.021699
870100,2.021665
870200,2.021626
870300,2.021707
870400,2.021654
870500,2.021626
870600,2.021597
870700,2.021587
870800,2.021594
870900,2.021553
871000,2.021615
871100,2.021606
871200,2.021553
871300,2.021664
871400,2.021687
871500,2.021675
871600,2.021697
871700,2.021737
871800,2.021723
871900,2.021706
872000,2.021681
872100,2.021674
872200,2.021617
872300,2.021587
872400,2.021536
872500,2.021512
872600,2.021488
872700,2.021455
872800,2.021435
872900,2.021440
873000,2.021393
873100,2.021354
873200,2.021359
873300,2.021332
873400,2.021299
873500,2.021303
873600,2.021304
873700,2.021267
873800,2.021240
873900,2.021278
874000,2.021232
874100,2.021188
874200,2.021136
874300,2.021131
874400,2.021116
874500,2.021133
874600,2.021101
874700,2.021112
874800,2.021079
874900,2.021065
875000,2.021023
875100,2.021004
875200,2.021014
875300,2.020965
875400,2.020936
875500,2.020941
875600,2.020913
875700,2.020844
875800,2.020823
875900,2.020762
876000,2.020745
876100,2.020756
876200,2.020724
876300,2.020673
876400,2.020687
876500,2.020670
876600,2.020669
876700,2.020694
876800,2.020740
876900,2.020755
877000,2.020742
877100,2.020706
877200,2.020728
877300,2.020693
877400,2.020644
877500,2.020659
877600,2.020615
877700,2.020666
877800,2.020688
877900,2.020689
878000,2.020663
878100,2.020671
878200,2.020696
878300,2.020748
878400,2.020752
878500,2.020721
878600,2.020720
878700,2.020736
878800,2.020760
878900,2.020777
879000,2.020734
879100,2.020686
879200,2.020644
879300,2.020632
879400,2.020602
879500,2.020584
879600,2.020582
879700,2.020546
879800,2.020565
879900,2.020525
880000,2.020475
880100,2.020437
880200,2.020405
880300,2.020365
880400,2.020396
880500,2.020364
880600,2.020349
880700,2.020356
880800,2.020344
880900,2.020321
881000,2.020351
881100,2.020354
881200,2.020406
881300,2.020389
881400,2.020395
881500,2.020406
881600,2.020387
881700,2.020362
881800,2.020328
881900,2.020366
882000,2.020391
882100,2.020363
882200,2.020382
882300,2.020412
882400,2.020425
882500,2.020416
882600,2.020420
882700,2.020391
882800,2.020391
882900,2.020415
883000,2.020374
883100,2.020358
883200,2.020297
883300,2.020288
883400,2.020354
883500,2.020384
883600,2.020352
883700,2.020341
883800,2.020313
883900,2.020299
884000,2.020319
884100,2.020304
884200,2.020252
884300,2.020203
884400,2.020200
884500,2.020222
884600,2.020335
884700,2.020295
884800,2.020250
884900,2.020236
885000,2.020188
885100,2.020154
885200,2.020143
885300,2.020110
885400,2.020078
885500,2.020045
885600,2.020029
885700,2.020041
885800,2.020025
885900,2.019981
886000,2.019934
886100,2.019902
886200,2.019883
886300,2.019848
886400,2.019862
886500,2.019883
886600,2.019866
886700,2.019909
886800,2.019889
886900,2.019868
887000,2.019827
887100,2.019783
887200,2.019808
887300,2.019766
887400,2.019799
887500,2.019753
887600,2.019738
887700,2.019690
887800,2.019629
887900,2.019595
888000,2.019548
888100,2.019505
888200,2.019455
888300,2.019434
888400,2.019386
888500,2.019351
888600,2.019362
888700,2.019362
888800,2.019344
888900,2.019308
889000,2.019295
889100,2.019299
889200,2.019296
889300,2.019320
889400,2.019292
889500,2.019279
889600,2.019290
889700,2.019257
889800,2.019248
889900,2.019271
890000,2.019254
890100,2.019247
890200,2.019214
890300,2.019223
890400,2.019174
890500,2.019131
890600,2.019114
890700,2.019122
890800,2.019109
890900,2.019097
891000,2.019047
891100,2.018996
891200,2.018965
891300,2.018909
891400,2.018866
891500,2.018840
891600,2.018831
891700,2.018821
891800,2.018779
891900,2.018731
892000,2.018692
892100,2.018715
892200,2.018673
892300,2.018601
892400,2.018540
892500,2.018555
892600,2.018594
892700,2.018558
892800,2.018538
892900,2.018539
893000,2.018542
893100,2.018507
893200,2.018459
893300,2.018379
893400,2.018390
893500,2.018354
893600,2.018385
893700,2.018396
893800,2.018320
893900,2.018308
894000,2.018285
894100,2.018315
894200,2.018274
894300,2.018257
894400,2.018253
894500,2.018235
894600,2.018246
894700,2.018193
894800,2.018153
894900,2.018212
895000,2.018179
895100,2.018177
895200,2.018131
895300,2.018142
895400,2.018120
895500,2.018089
895600,2.018066
895700,2.018034
895800,2.018014
895900,2.017927
896000,2.017872
896100,2.017826
896200,2.017794
896300,2.017811
896400,2.017804
896500,2.017776
896600,2.017765
896700,2.017780
896800,2.017825
896900,2.017818
897000,2.017805
897100,2.017780
897200,2.017757
897300,2.017808
897400,2.017775
897500,2.017793
897600,2.017736
897700,2.017754
897800,2.017709
897900,2.017693
898000,2.017654
898100,2.017617
898200,2.017584
898300,2.017580
898400,2.017541
898500,2.017557
898600,2.017541
898700,2.017559
898800,2.017552
898900,2.017514
899000,2.017492
899100,2.017468
899200,2.017436
899300,2.017384
899400,2.017335
899500,2.017291
899600,2.017340
899700,2.017476
899800,2.017438
899900,2.017359
900000,2.017348
900100,2.017313
900200,2.017268
900300,2.017251
900400,2.017208
900500,2.017282
900600,2.017273
900700,2.017316
900800,2.017246
900900,2.017184
901000,2.017153
901100,2.017139
901200,2.017104
901300,2.017078
901400,2.017009
901500,2.016988
901600,2.016991
901700,2.016958
901800,2.016955
901900,2.016933
902000,2.016899
902100,2.016873
902200,2.016823
902300,2.016777
902400,2.016838
902500,2.016776
902600,2.016764
902700,2.016742
902800,2.016713
902900,2.016672
903000,2.016630
903100,2.016643
903200,2.016625
903300,2.016629
903400,2.016598
903500,2.016552
903600,2.016512
903700,2.016460
903800,2.016424
903900,2.016412
904000,2.016387
904100,2.016368
904200,2.016355
904300,2.016319
904400,2.016287
904500,2.016264
904600,2.016245
904700,2.016193
904800,2.016222
904900,2.016158
905000,2.016146
905100,2.016123
905200,2.016107
905300,2.016076
905400,2.016026
905500,2.015990
905600,2.015964
905700,2.015958
905800,2.015922
905900,2.015885
906000,2.015844
906100,2.015921
906200,2.015911
906300,2.015908
906400,2.015871
906500,2.015890
906600,2.015851
906700,2.015924
906800,2.015919
906900,2.015919
907000,2.015904
907100,2.015939
907200,2.015971
907300,2.015970
907400,2.015964
907500,2.015986
907600,2.016031
907700,2.016016
907800,2.015959
907900,2.015926
908000,2.015937
908100,2.015996
908200,2.015988
908300,2.016048
908400,2.016017
908500,2.016003
908600,2.016113
908700,2.016107
